name,rate,votes,location,online_order,book_table,general_sentiment,food_sentiment,service_sentiment,place_sentiment,date_column
JFD Cafe,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
The Chocolate Room,2.8/5,44,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Sweet Truth,3.9/5,81,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
The Big Barbeque,4.7/5,544,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Lobby Cafe - Radha Regent,3.7/5,177,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Fire Station,4.4/5,809,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
 the welcome was warm. As said, as the footfall rises," the waiters get too busy and start ignoring the guests who are in the midst of a meal. Not good! I would rate FS 3.5/5.0."""")"," """"RATED\n  This place has opened up a few months ago and considering that it's the only place in e-city serving craft beer I was pretty excited to try it out. They provided us with samples of the three variants that they have. Unfortunately", we had a lot of options to choose from, be it drinks or food.\n\nWhat can be improved (needs to be ideally) is customizations as even small requests are not taken care of. Also,Positive,Neutral,Neutral,Positive,
Gilly's Restobar,4.3/5,1265,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Barbeque Nation,4.3/5,1147,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
46 Ounces Brewgarden,NEW,0,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Onesta,4.5/5,863,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Time Traveller - Sai Vishram,4.2/5,882,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Sky Lounge Bar - Svenska Design Hotel,4.0/5,537,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Food Ras,4.3/5,1387,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  We had gone for dinner and ordered the squid mayo memsahab", ('Rated 1.0'," """"RATED\n  this place is always full", food was not at all edible\n\nEven after bill i told waiger about the food, chicken changeji," steamed rice and mutton keema paratha. The squids were nice and crispy though it would've been better if the pink mayo/dip had been excluded from the dish. The chicken changeji and mutton keema paratha were very good.\nOverall the food was good and service was also prompt. The waiters were polite and attentive."""")",Positive,Neutral,Neutral,Neutral,
The Rasoiya Street,4.2/5,1137,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Queens,4.3/5,169,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Hyderabadi Spice,4.0/5,1369,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Kritunga Restaurant,3.8/5,473,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Cafe Happytizing,4.1/5,354,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 4.0', 'RATED\n  Omg this place is wowieeee.\nFood amazing\nChicken Garlic Noodles and Lemon Ice Tea\nService too good.\nAsk for Rana heÃÂ\x83ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x92s gonna serve in the most apt Way??'), ('Rated 4.0'," if you have the Zomato Gold subscription you can make the best use of it and try out the best from the amazing menu. I don't remember what all we ordered but yeah here the looks aren't decieving!"""")", 'RATED\n  Cute place\n\nDrink that I enjoyed most : cafe mocha (coffee with dark chocolate flavour)\n\n*Very friendly and cheerful service\n*cool place for an evening'), ('Rated 4.0',Positive,Neutral,Neutral,Neutral,
Paradise,4.0/5,2043,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
24@43 - The Oterra,4.1/5,268,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Republic Of Noodles - Lemon Tree Hotel,4.3/5,385,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Sherlock's Pub,3.6/5,180,Electronic City,No,Yes,Negative,Neutral,Neutral,Neutral,
Zatar House,4.0/5,31,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Shandys-The Beer Cocktail Hub,NEW,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Citrus Cafe - Lemon Tree Hotel,3.9/5,285,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Godavari Delights,3.9/5,407,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
This Cafe Has No Name Cafe,3.2/5,79,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Volga Restaurant,3.7/5,294,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Biriyani Zone,3.9/5,678,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Thalassery Restaurant,3.8/5,571,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Z Cafe,3.6/5,19,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Keys Cafe - Keys Hotel,3.8/5,115,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Bazaar - Zone By The Park,4.0/5,415,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Meridian South - A Pure Vegetarian Restaurant,NEW,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Marley's Bistro,3.9/5,94,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Aagaman Veg,NEW,0,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Magic Bowl,3.6/5,98,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  We ordered gobi tikka and golden fried corn for starters.I liked gobi tikka more though I wanted it to be bit more crispy. For main course, magic bowl special boneless chicken biryani and prawn biryani. Taste was good. Most of the items written on the menu was not available. And it cost us around 680 for four.'), ('Rated 4.0', Some staters.\n\nPrice was worth. Tried other 2 restaurants but this was quite good.\nServing was fast. Overall I do recommend you guys.'), we ordered matar paneer( which was not sweet thankfully), garlic and methi naan,Positive,Positive,Positive,Positive,
Fishing Boat - Hotel Goyal Residency,3.9/5,418,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
A2B - Adyar Ananda Bhavan,3.6/5,213,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Tayo Restaurant,3.9/5,44,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
New Andhra House,3.8/5,523,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Soul Indian Specialty - Svenska Design Hotel,3.7/5,267,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
She Brews,3.7/5,159,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Akkad Bakkad,3.9/5,72,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
The Chameleon,4.1/5,163,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Moriz Restaurant,3.1/5,1365,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Rags on Fire,3.1/5,64,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
7 Days Restaurant,3.8/5,478,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Salt N Pepper,3.6/5,74,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Mughlai Kitchen,NEW,0,Electronic City,Yes,No,Positive,Positive,Neutral,Positive,
Venadu Restaurant,3.4/5,7,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Mamaji's,3.6/5,453,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Melange - Hotel Ekaa,3.2/5,426,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
 'RATED\n  there is no on time delivery.'), ('Rated 4.0', 'RATED\n  ordered a full tandoori chicken. order was delivered before expected time. chicken was soft, ('Rated 2.0', ('Rated 1.0', 'RATED\n  One piece was missing in chicken kabab.'),Positive,Neutral,Neutral,Neutral,
Kittu's,4.2/5,800,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Esfahan Restaurant,3.5/5,148,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
The Terminus - The Oterra,4.0/5,119,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Mesa Deli - Svenska Design Hotel,3.2/5,9,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Mesa Lounge Bar - Svenska Design Hotel,3.5/5,49,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
East- The Oterra,4.0/5,54,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Hyderabad Darbar,3.7/5,101,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Tap House Resto Bar,3.4/5,183,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Slounge - Lemon Tree Hotel,3.8/5,76,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Barbeque Delight,3.4/5,173,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Manasa Andhra Style Multi Cuisine Restaurant,3.6/5,70,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Sila Restaurant,3.8/5,514,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Guntur Royal Dine,3.4/5,7,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
#Vibes Restro,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Sitara Veg Restaurant,3.9/5,419,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Seasons,2.9/5,380,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Vinaya Royal Inn,3.1/5,5,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Cuppa,3.0/5,119,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Manasa Cool Cafe,3.2/5,7,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Maa Reddy's Hyderabadi Biryani House,3.8/5,49,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Soul Curry Restaurant,3.6/5,18,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Silver Leaf - Ramee Guestline Hotels,3.5/5,17,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Beijing Bites,3.6/5,778,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Aura - Radha Regent,3.6/5,116,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
New Food Magic,3.2/5,154,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Unlock - The Restobar,3.8/5,27,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Alloro - The Oterra,4.0/5,63,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Spotlight - The Golden Tulip,2.5/5,118,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Food 4 U,3.6/5,34,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Kanti Sweets,3.6/5,16,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
New Punjabi Food Corner,3.7/5,70,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Food Point Family Restauarant,3.3/5,6,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Vms Star Biriyani,3.8/5,47,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Green Family Bar & Restaurant,3.0/5,57,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Santhrupthi,3.4/5,5,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Chinmayee's,3.1/5,83,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Entree cafe,3.7/5,56,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangaliana,3.0/5,61,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Foodie Nation,3.5/5,89,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Z-Bar,4.1/5,410,Electronic City,No,Yes,Positive,Neutral,Neutral,Neutral,
Urban Udupi Veg Restaurant,3.5/5,9,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Food Club Restaurant,3.7/5,45,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Strada Kitchen & Bar,3.4/5,7,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Ritz,3.5/5,43,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
New Nalapakam,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
The Elaichi Restaurant,3.6/5,399,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Bhojanam Restaurant,3.6/5,196,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
It's Mirchi - Ramee Guestline Hotels,3.1/5,19,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hatti Punjab Di,3.0/5,291,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Magic Packs,3.1/5,22,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
RK Garden Family Restaurant,3.5/5,17,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Ambur Biriyani Classic,3.3/5,136,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Akshara,3.8/5,42,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
The Dining Table - Sahar Pavillion,3.7/5,74,Electronic City,No,Yes,Negative,Neutral,Neutral,Neutral,
Prestige Estate Club and Resorts,3.5/5,10,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Eden Huts Dhaba,3.6/5,33,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Millennium Plaza,3.4/5,19,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
The Fiery Indian Kitchen,Not Rated,0,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Sree Krishna Sagar Greens,2.8/5,33,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Jodhpur Sweets,3.8/5,29,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Samrudhi,2.9/5,18,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Seven Spices - Manipal County,2.8/5,38,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Magic Oven,4.0/5,135,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
 Fresh Mix Fruit cake,\nFood - 4\nVFM - 4\nService - 4'), ('Rated 4.0', they generally take 40-45 minutes to deliver. But never disappoints. We usual favorites are-\nPotato wedges - Must try \nCheese Burger with Salad and fries - Big and quite good Burger, Choco chip cake and my favourite, fruit and nut cake. Italian chocolate was really where as Fresh Mix Fruit and Choco chip have disappointed us a bit. Choco chip where we were expecting lots of choice chips there were only a few of them. And hands down fruit and nut is the best i have tasted. Fresh and loaded with nuts on the side and finely chopped fruits on the top covered in syrup. \n\nSo for,Positive,Neutral,Neutral,Neutral,
Amaravati,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Karavali Fishland,3.1/5,30,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Biryani Darbar,3.6/5,539,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
Andhra Amigos,3.6/5,81,Electronic City,Yes,No,Negative,Neutral,Neutral,Neutral,
NMR Multicuisine Restaurant,3.6/5,9,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Oasis Restaurant,2.9/5,28,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Swad,3.7/5,38,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hotel Avakay,3.6/5,27,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Bamboo Shades,2.8/5,48,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Godavari Delights,3.0/5,11,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
The Hungry Shark Cafe,3.9/5,117,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Vijayawadavari Sandya Andhra Mess,3.6/5,18,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Swad 'E' Punjab,3.6/5,216,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
 and soup itself tasted more like Boiled water. Could not drink more than a spoon or two.\n\nPros : main course decent and worth ordering again\nCons: starters are simply waste of money'),lablaba naan,and chilly potato .\nwe were told that lablaba naan is stuffed with some kaju paste but what we got was normal naan with some garnished white buttery thing. chilly potato was nice.\nService :3/5 Not at all nice  as service is very slow.\nAmbiance: 2.5/5 Decent enough for small budget dining.\n\nOverall :nice food in small budget.'), 'RATED\n  This place is a frequent visit for almost all the office goers as its placed in the centre of few IT companies. The food is just about average with quantity provided is a plus. Space is a bit of a downer. Budget friendly.\n\nMy rating is based on my single visit.'), ('Rated 3.0', 'RATED\n  As the restaurant is ordinary which aims for daily meals so do not expect much.\nFood : It was moderate .We ordered mushroom masala,Negative,Neutral,Neutral,Neutral,
Vijayawadawari Sandhya Andhra Mess,3.4/5,10,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Kinara Family Restaurant,3.5/5,11,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
KA 51 Restocafe,3.9/5,39,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Malabar Restaurant,3.6/5,19,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Royal South Restaurant,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Nasma Restaurant,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Rraps,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Arya Bhavan Sweets,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Glasso Cafe,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Rayalaseema Ruchulu,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hide Out - The Golden Tulip,3.2/5,9,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Varenyam,3.7/5,56,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Out in the hot sun and hungry or craving for some food in cold weather... Step into Varenyam for a classic cup of Filter coffee and hot Vadas.'), ('Rated 4.0', 'RATED\n  I was wondering, which is difficult to pronounce. But this curious mind did some browsing on google! Varenyam signifies our acceptance of God, ('Rated 5.0', 'RATED\n  Out in the hot sun and hungry or craving for some food in cold weather... Step into Varenyam for a classic cup of Filter coffee and hot Vadas.'),Positive,Neutral,Neutral,Neutral,
Reddy Restaurant,3.2/5,6,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
On The Rock,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Fumzas Dine,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Hotel Sinchara,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Vandana Restaurant,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
NS Garden Restaurant,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Sruthi Mess,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Vigneshwara Mess,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Samruddhi Restaurant,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hotel Malabar,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
EC Dine Restaurant,3.4/5,23,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Swaadh,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Pallavi Restaurant,3.8/5,490,Electronic City,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Krutunga Restaurant,3.4/5,20,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Shoiab Family Restaurant,3.6/5,14,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Jade Empire,3.1/5,10,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Bengaluru Restaurant,3.1/5,22,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Joshitha Andra Mess,3.2/5,9,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
S R Andhra Mess,3.3/5,16,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hotel Amulya,Not Rated,0,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Gourmet,3.5/5,12,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
90's Beer Cafe - Hotel Millennium Plaza,3.0/5,7,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
New Hyderabadi Biryani House,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Just Shawarma,3.9/5,176,Electronic City,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel The Nalanda,3.2/5,4,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Pepper Pillar,3.4/5,11,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Nirvana Bar - Manipal County,3.3/5,6,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Narayana Veg Treat,3.1/5,8,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Andhra Mess,3.4/5,8,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Vasu Biriyani Paradise,3.1/5,6,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Dilli 6,3.2/5,26,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
3rd Innings,3.0/5,17,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Satkar,3.6/5,22,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
NH7 Resto Pub,3.3/5,6,Electronic City,No,No,Negative,Neutral,Neutral,Neutral,
Sahaja Foods,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
BJM Restaurant and Cafe,Not Rated,0,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
New Green Leaf Restaurant,3.6/5,42,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Shree Ranga Vilas,3.2/5,7,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hotel Ivy Dew Drops,3.2/5,4,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Momm's The Kitchen,3.4/5,7,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Pizza Republic,2.7/5,31,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
The Elachi,3.1/5,18,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Zaffron Express,3.5/5,8,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hungry Kya?,3.3/5,8,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Hunter's Lounge,3.1/5,9,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Green Tree Garden Restaurant,3.4/5,6,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
Sattvic,3.5/5,11,Electronic City,No,No,Positive,Neutral,Neutral,Neutral,
